         t         r       w_H       w_L      w_HL      s_LH      s_LL
    0.0000    0.0523    0.0366    0.0262    1.4012    0.1689    0.3360
    1.0000    0.0493    0.0367    0.0258    1.4229    0.1496    0.3412
    2.0000    0.0496    0.0358    0.0251    1.4295    0.1481    0.3356
    3.0000    0.0501    0.0348    0.0242    1.4375    0.1456    0.3318
    4.0000    0.0504    0.0338    0.0234    1.4450    0.1435    0.3269
    5.0000    0.0505    0.0328    0.0225    1.4526    0.1413    0.3216
    6.0000    0.0506    0.0320    0.0219    1.4588    0.1396    0.3178
    7.0000    0.0505    0.0320    0.0219    1.4604    0.1397    0.3174
    8.0000    0.0505    0.0320    0.0219    1.4621    0.1396    0.3174
    9.0000    0.0504    0.0320    0.0218    1.4638    0.1397    0.3173
   10.0000    0.0504    0.0320    0.0218    1.4654    0.1397    0.3172
   11.0000    0.0503    0.0320    0.0218    1.4670    0.1398    0.3169
   12.0000    0.0503    0.0320    0.0218    1.4688    0.1397    0.3170
   13.0000    0.0503    0.0320    0.0218    1.4704    0.1398    0.3168
   14.0000    0.0502    0.0320    0.0217    1.4721    0.1398    0.3167
   15.0000    0.0502    0.0320    0.0217    1.4738    0.1398    0.3166
   16.0000    0.0501    0.0320    0.0217    1.4755    0.1398    0.3165
   17.0000    0.0501    0.0320    0.0217    1.4774    0.1398    0.3165
   18.0000    0.0500    0.0320    0.0217    1.4790    0.1400    0.3160
   19.0000    0.0501    0.0320    0.0216    1.4812    0.1399    0.3162
   20.0000    0.0500    0.0321    0.0216    1.4831    0.1402    0.3157
   21.0000    0.0501    0.0320    0.0216    1.4859    0.1400    0.3160
   22.0000    0.0500    0.0320    0.0215    1.4888    0.1403    0.3157
   23.0000    0.0501    0.0320    0.0215    1.4926    0.1403    0.3160
   24.0000    0.0503    0.0320    0.0214    1.4971    0.1405    0.3162
   25.0000    0.0504    0.0320    0.0213    1.5023    0.1408    0.3162
   26.0000    0.0507    0.0319    0.0212    1.5085    0.1412    0.3164
   27.0000    0.0511    0.0318    0.0210    1.5158    0.1416    0.3170
   28.0000    0.0515    0.0317    0.0208    1.5236    0.1425    0.3171
   29.0000    0.0523    0.0316    0.0206    1.5329    0.1428    0.3189
   30.0000    0.0532    0.0314    0.0204    1.5415    0.1445    0.3193
   31.0000    0.0543    0.0312    0.0201    1.5479    0.1487    0.3180
   32.0000    0.0556    0.0309    0.0199    1.5554    0.1513    0.3183
   33.0000    0.0558    0.0308    0.0197    1.5615    0.1540    0.3162
   34.0000    0.0569    0.0306    0.0196    1.5639    0.1605    0.3122
   35.0000    0.0578    0.0304    0.0194    1.5685    0.1636    0.3113
   36.0000    0.0590    0.0302    0.0192    1.5742    0.1650    0.3127
   37.0000    0.0591    0.0302    0.0191    1.5791    0.1653    0.3125
   38.0000    0.0581    0.0303    0.0192    1.5802    0.1681    0.3076
   39.0000    0.0583    0.0303    0.0191    1.5840    0.1679    0.3082
   40.0000    0.0582    0.0303    0.0191    1.5843    0.1703    0.3055
   41.0000    0.0593    0.0301    0.0190    1.5864    0.1706    0.3077
   42.0000    0.0598    0.0300    0.0189    1.5883    0.1698    0.3096
   43.0000    0.0613    0.0298    0.0188    1.5879    0.1717    0.3111
   44.0000    0.0615    0.0297    0.0187    1.5879    0.1720    0.3113
   45.0000    0.0615    0.0297    0.0187    1.5880    0.1720    0.3113
   46.0000    0.0615    0.0297    0.0187    1.5880    0.1720    0.3113
   47.0000    0.0615    0.0297    0.0187    1.5880    0.1720    0.3113
   48.0000    0.0615    0.0297    0.0187    1.5880    0.1720    0.3113
   49.0000    0.0615    0.0297    0.0187    1.5880    0.1720    0.3113
   50.0000    0.0615    0.0297    0.0187    1.5880    0.1720    0.3113
   51.0000    0.0615    0.0297    0.0187    1.5880    0.1720    0.3113
   52.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   53.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
