         t         g       g_N       g_I      g_hH      g_hL
    0.0000    4.4648    4.2036    4.2036    0.2612    0.2612
    1.0000    5.6051    5.2112    5.2115    0.3938    0.3051
    2.0000    4.6041    4.2067    4.9813    0.3974    0.2958
    3.0000    4.6034    4.2052    5.0977    0.3981    0.2942
    4.0000    4.5995    4.2038    5.1919    0.3957    0.2875
    5.0000    4.6033    4.2036    5.1956    0.3997    0.2914
    6.0000    4.6026    4.2036    5.2084    0.3991    0.2862
    7.0000    4.6043    4.2036    5.2028    0.4007    0.2883
    8.0000    4.6046    4.2036    5.2103    0.4011    0.2881
    9.0000    4.6051    4.2036    5.2066    0.4015    0.2860
   10.0000    4.6049    4.2036    5.1989    0.4014    0.2833
   11.0000    4.6051    4.2036    5.2074    0.4016    0.2828
   12.0000    4.6060    4.2036    5.1812    0.4025    0.2833
   13.0000    4.6059    4.2036    5.2087    0.4023    0.2807
   14.0000    4.6068    4.2036    5.2075    0.4032    0.2813
   15.0000    4.6040    4.2036    5.2096    0.4004    0.2796
   16.0000    4.6037    4.2036    5.2090    0.4001    0.2796
   17.0000    4.6053    4.2036    5.2090    0.4018    0.2770
   18.0000    4.6052    4.2036    5.2086    0.4017    0.2787
   19.0000    4.6041    4.2036    5.2050    0.4006    0.2752
   20.0000    4.6046    4.2036    5.1843    0.4011    0.2762
   21.0000    4.6043    4.2036    5.2056    0.4008    0.2762
   22.0000    4.6045    4.2036    5.2071    0.4009    0.2746
   23.0000    4.5997    4.2036    5.2084    0.3962    0.2756
   24.0000    4.6004    4.2036    5.2081    0.3969    0.2777
   25.0000    4.6012    4.2036    5.2087    0.3977    0.2758
   26.0000    4.6020    4.2036    5.2096    0.3984    0.2777
   27.0000    4.5955    4.2036    5.2095    0.3920    0.2744
   28.0000    4.5974    4.2036    5.2098    0.3938    0.2817
   29.0000    4.5964    4.2037    5.1943    0.3926    0.2767
   30.0000    4.5960    4.2036    5.2110    0.3924    0.2826
   31.0000    4.5970    4.2036    5.2103    0.3934    0.2819
   32.0000    4.5970    4.2036    5.2090    0.3934    0.2817
   33.0000    4.5979    4.2036    5.2009    0.3943    0.2819
   34.0000    4.6005    4.2056    5.2078    0.3949    0.2815
   35.0000    4.5977    4.2104    5.2052    0.3872    0.2866
   36.0000    4.6160    4.2313    5.2106    0.3846    0.2839
   37.0000    4.6168    4.2322    5.2111    0.3846    0.2860
   38.0000    4.6219    4.2402    5.2103    0.3817    0.2859
   39.0000    4.6299    4.2481    5.2099    0.3818    0.2853
   40.0000    4.6255    4.2441    5.2111    0.3814    0.2901
   41.0000    4.6051    4.2310    5.2097    0.3740    0.2989
   42.0000    4.6266    4.2508    5.2111    0.3758    0.2970
   43.0000    4.6553    4.2806    5.2081    0.3748    0.2947
   44.0000    4.6705    4.2918    5.2116    0.3787    0.2961
   45.0000    4.7125    4.3363    5.2117    0.3762    0.2899
   46.0000    4.7235    4.3455    5.2107    0.3780    0.2947
   47.0000    4.7424    4.3726    5.2117    0.3698    0.2996
