         t         r       w_H       w_L      w_HL      s_LH      s_LL
    0.0000    0.0523    0.0366    0.0262    1.4012    0.1689    0.3360
    1.0000    0.0474    0.0375    0.0268    1.3989    0.1526    0.3410
    2.0000    0.0481    0.0377    0.0266    1.4196    0.1523    0.3430
    3.0000    0.0484    0.0375    0.0263    1.4227    0.1515    0.3427
    4.0000    0.0489    0.0372    0.0261    1.4257    0.1506    0.3428
    5.0000    0.0487    0.0370    0.0259    1.4290    0.1499    0.3408
    6.0000    0.0490    0.0367    0.0256    1.4323    0.1489    0.3402
    7.0000    0.0489    0.0365    0.0254    1.4363    0.1484    0.3382
    8.0000    0.0490    0.0362    0.0251    1.4396    0.1477    0.3365
    9.0000    0.0491    0.0359    0.0248    1.4431    0.1467    0.3353
   10.0000    0.0494    0.0355    0.0245    1.4471    0.1458    0.3341
   11.0000    0.0494    0.0352    0.0243    1.4506    0.1451    0.3323
   12.0000    0.0494    0.0349    0.0240    1.4541    0.1444    0.3304
   13.0000    0.0496    0.0345    0.0237    1.4584    0.1436    0.3291
   14.0000    0.0496    0.0342    0.0234    1.4620    0.1428    0.3271
   15.0000    0.0497    0.0338    0.0231    1.4658    0.1426    0.3249
   16.0000    0.0496    0.0335    0.0228    1.4691    0.1420    0.3228
   17.0000    0.0498    0.0331    0.0225    1.4734    0.1408    0.3217
   18.0000    0.0497    0.0328    0.0222    1.4770    0.1405    0.3192
   19.0000    0.0500    0.0324    0.0219    1.4811    0.1398    0.3181
   20.0000    0.0500    0.0320    0.0216    1.4847    0.1394    0.3161
   21.0000    0.0502    0.0318    0.0213    1.4877    0.1392    0.3153
   22.0000    0.0505    0.0317    0.0213    1.4897    0.1393    0.3159
   23.0000    0.0508    0.0316    0.0212    1.4911    0.1404    0.3155
   24.0000    0.0507    0.0316    0.0212    1.4918    0.1410    0.3147
   25.0000    0.0509    0.0316    0.0211    1.4941    0.1410    0.3153
   26.0000    0.0511    0.0316    0.0211    1.4960    0.1410    0.3157
   27.0000    0.0515    0.0315    0.0210    1.4974    0.1420    0.3158
   28.0000    0.0512    0.0315    0.0210    1.4984    0.1428    0.3143
   29.0000    0.0516    0.0315    0.0210    1.5000    0.1428    0.3151
   30.0000    0.0515    0.0315    0.0210    1.5016    0.1436    0.3140
   31.0000    0.0516    0.0314    0.0209    1.5034    0.1435    0.3145
   32.0000    0.0518    0.0314    0.0209    1.5049    0.1437    0.3147
   33.0000    0.0519    0.0314    0.0208    1.5068    0.1436    0.3151
   34.0000    0.0520    0.0314    0.0208    1.5078    0.1435    0.3156
   35.0000    0.0519    0.0310    0.0209    1.4827    0.1446    0.3141
   36.0000    0.0522    0.0313    0.0207    1.5101    0.1465    0.3129
   37.0000    0.0522    0.0313    0.0207    1.5114    0.1471    0.3123
   38.0000    0.0524    0.0313    0.0207    1.5127    0.1477    0.3123
   39.0000    0.0524    0.0313    0.0207    1.5138    0.1482    0.3118
   40.0000    0.0524    0.0313    0.0206    1.5146    0.1488    0.3113
   41.0000    0.0521    0.0309    0.0208    1.4882    0.1503    0.3090
   42.0000    0.0524    0.0312    0.0206    1.5161    0.1517    0.3083
   43.0000    0.0529    0.0312    0.0205    1.5173    0.1517    0.3094
   44.0000    0.0530    0.0311    0.0205    1.5186    0.1513    0.3101
   45.0000    0.0537    0.0310    0.0204    1.5204    0.1510    0.3120
   46.0000    0.0535    0.0310    0.0204    1.5213    0.1518    0.3110
   47.0000    0.0537    0.0306    0.0205    1.4960    0.1530    0.3101
   48.0000    0.0541    0.0309    0.0203    1.5217    0.1557    0.3086
   49.0000    0.0542    0.0309    0.0203    1.5229    0.1556    0.3088
   50.0000    0.0543    0.0305    0.0204    1.4953    0.1572    0.3074
   51.0000    0.0550    0.0307    0.0202    1.5238    0.1586    0.3076
   52.0000    0.0555    0.0306    0.0201    1.5245    0.1586    0.3090
   53.0000    0.0559    0.0302    0.0202    1.4974    0.1597    0.3089
   54.0000    0.0568    0.0304    0.0199    1.5259    0.1609    0.3097
   55.0000    0.0576    0.0303    0.0198    1.5272    0.1607    0.3118
   56.0000    0.0581    0.0302    0.0198    1.5286    0.1601    0.3135
   57.0000    0.0578    0.0299    0.0199    1.5012    0.1608    0.3122
   58.0000    0.0579    0.0302    0.0198    1.5295    0.1617    0.3116
   59.0000    0.0579    0.0302    0.0197    1.5309    0.1610    0.3123
   60.0000    0.0577    0.0299    0.0199    1.5033    0.1615    0.3112
   61.0000    0.0577    0.0302    0.0198    1.5308    0.1627    0.3100
   62.0000    0.0580    0.0302    0.0197    1.5318    0.1616    0.3117
   63.0000    0.0575    0.0303    0.0197    1.5335    0.1621    0.3101
   64.0000    0.0576    0.0299    0.0198    1.5065    0.1615    0.3110
   65.0000    0.0577    0.0302    0.0197    1.5351    0.1623    0.3105
   66.0000    0.0580    0.0302    0.0197    1.5369    0.1607    0.3127
   67.0000    0.0575    0.0299    0.0198    1.5083    0.1623    0.3100
   68.0000    0.0575    0.0303    0.0197    1.5367    0.1633    0.3090
   69.0000    0.0576    0.0303    0.0197    1.5384    0.1622    0.3104
   70.0000    0.0577    0.0299    0.0198    1.5108    0.1623    0.3104
   71.0000    0.0574    0.0303    0.0197    1.5387    0.1635    0.3087
   72.0000    0.0576    0.0303    0.0196    1.5407    0.1623    0.3103
   73.0000    0.0576    0.0303    0.0196    1.5417    0.1617    0.3109
   74.0000    0.0573    0.0299    0.0198    1.5137    0.1622    0.3097
   75.0000    0.0574    0.0303    0.0196    1.5426    0.1631    0.3090
   76.0000    0.0575    0.0303    0.0196    1.5439    0.1621    0.3102
   77.0000    0.0573    0.0299    0.0197    1.5153    0.1638    0.3081
   78.0000    0.0572    0.0303    0.0196    1.5440    0.1636    0.3080
   79.0000    0.0570    0.0300    0.0198    1.5182    0.1639    0.3073
   80.0000    0.0571    0.0303    0.0196    1.5453    0.1650    0.3063
   81.0000    0.0572    0.0303    0.0196    1.5469    0.1637    0.3079
   82.0000    0.0569    0.0300    0.0197    1.5185    0.1643    0.3066
   83.0000    0.0570    0.0303    0.0196    1.5474    0.1652    0.3059
   84.0000    0.0571    0.0303    0.0196    1.5485    0.1642    0.3072
   85.0000    0.0573    0.0303    0.0195    1.5502    0.1629    0.3089
   86.0000    0.0573    0.0303    0.0195    1.5509    0.1623    0.3094
   87.0000    0.0570    0.0300    0.0197    1.5231    0.1628    0.3083
