         t       p_N       p_I     eps_N     eps_I
    0.0000    0.1526    2.2220    0.0019    0.0280
    1.0000   28.4083  -22.7091    0.0030    0.0265
    2.0000   30.9352  -28.9923    0.0030    0.0265
    3.0000  -11.7474   21.8039    0.0019    0.0242
    4.0000   -5.7946   15.9442    0.0019    0.0254
    5.0000   -8.3332   18.3679    0.0019    0.0263
    6.0000   -6.4248   15.4690    0.0019    0.0264
    7.0000   -9.3543   16.5457    0.0019    0.0265
    8.0000  -10.0510   15.7829    0.0019    0.0264
    9.0000  -11.1037   14.2665    0.0019    0.0265
   10.0000   -9.6602   12.7052    0.0019    0.0265
   11.0000   -9.4389   12.0704    0.0019    0.0264
   12.0000   -9.4180   12.0696    0.0019    0.0265
   13.0000   -8.4104   11.0591    0.0019    0.0262
   14.0000   -8.5688   11.0914    0.0019    0.0265
   15.0000   -7.7064   10.2215    0.0019    0.0265
   16.0000   -7.5574   10.1255    0.0019    0.0265
   17.0000   -7.0496    9.4952    0.0019    0.0265
   18.0000   -7.2529    9.6751    0.0019    0.0265
   19.0000   -5.6857    8.1206    0.0019    0.0265
   20.0000   -5.4349    7.8441    0.0019    0.0265
   21.0000   -4.3938    6.8649    0.0019    0.0262
   22.0000   -3.2557    5.8832    0.0019    0.0265
   23.0000   -2.2069    4.8878    0.0019    0.0265
   24.0000   -2.3355    5.0812    0.0019    0.0265
   25.0000   -1.8175    4.5506    0.0019    0.0265
   26.0000   -1.3890    4.1167    0.0019    0.0265
   27.0000   -0.2196    2.9935    0.0019    0.0265
   28.0000   -1.0014    3.6540    0.0019    0.0265
   29.0000   -0.2402    2.9196    0.0019    0.0265
   30.0000   -0.6049    3.1790    0.0019    0.0263
   31.0000   -0.3503    2.8950    0.0019    0.0265
   32.0000   -0.0688    2.6137    0.0019    0.0265
   33.0000    0.0242    2.4233    0.0019    0.0265
   34.0000    0.1817    2.3168    0.0019    0.0264
   35.0000    0.1961    2.2720    0.0019    0.0265
   36.0000    0.1719    2.2836    0.0019    0.0265
   37.0000    0.1634    2.2693    0.0019    0.0265
   38.0000    0.1847    2.2059    0.0019    0.0265
   39.0000    0.1713    2.2101    0.0020    0.0265
   40.0000    0.1808    2.1720    0.0020    0.0265
   41.0000    0.2016    2.1264    0.0020    0.0265
   42.0000    0.1741    2.1650    0.0019    0.0265
   43.0000    0.1938    2.1289    0.0020    0.0265
   44.0000    0.1891    2.1222    0.0020    0.0265
   45.0000    0.2262    2.0869    0.0020    0.0265
   46.0000    0.1944    2.1162    0.0020    0.0265
   47.0000    0.2154    2.0817    0.0021    0.0265
   48.0000    0.2102    2.1013    0.0021    0.0265
   49.0000    0.1828    2.1179    0.0021    0.0265
   50.0000    0.1904    2.1011    0.0021    0.0265
   51.0000    0.1609    2.1441    0.0022    0.0265
   52.0000    0.1766    2.1213    0.0022    0.0265
   53.0000    0.1910    2.0925    0.0023    0.0265
   54.0000    0.1711    2.1159    0.0023    0.0265
   55.0000    0.1895    2.0789    0.0024    0.0265
   56.0000    0.2016    2.0465    0.0025    0.0265
   57.0000    0.2132    2.0015    0.0025    0.0265
   58.0000    0.1775    2.0250    0.0025    0.0265
   59.0000    0.1862    1.9754    0.0025    0.0265
   60.0000    0.1963    1.9470    0.0025    0.0265
   61.0000    0.1763    1.9747    0.0025    0.0265
   62.0000    0.1927    1.9454    0.0025    0.0265
   63.0000    0.1238    2.0235    0.0025    0.0265
   64.0000    0.2113    1.9058    0.0025    0.0265
   65.0000    0.1870    1.9516    0.0025    0.0264
   66.0000    0.2204    1.9074    0.0025    0.0264
   67.0000    0.2018    1.9194    0.0025    0.0264
   68.0000    0.1799    1.9586    0.0025    0.0264
   69.0000    0.1931    1.9418    0.0025    0.0264
   70.0000    0.2361    1.8925    0.0025    0.0263
   71.0000    0.1823    1.9570    0.0025    0.0263
   72.0000    0.1904    1.9480    0.0025    0.0263
   73.0000    0.1996    1.9346    0.0025    0.0264
   74.0000    0.2120    1.9176    0.0025    0.0264
   75.0000    0.1813    1.9620    0.0025    0.0264
   76.0000    0.1885    1.9514    0.0025    0.0264
   77.0000    0.2228    1.9120    0.0025    0.0264
   78.0000    0.1800    1.9676    0.0025    0.0263
   79.0000    0.1954    1.9428    0.0024    0.0264
   80.0000    0.1687    1.9801    0.0024    0.0263
   81.0000    0.1824    1.9648    0.0024    0.0262
   82.0000    0.1894    1.9545    0.0024    0.0263
   83.0000    0.1715    1.9821    0.0024    0.0264
   84.0000    0.1803    1.9701    0.0024    0.0263
   85.0000    0.1943    1.9514    0.0024    0.0264
   86.0000    0.2044    1.9298    0.0024    0.0264
   87.0000    0.2080    1.9291    0.0024    0.0262
   88.0000    0.1846    1.9630    0.0024    0.0264
   89.0000    0.2018    1.9389    0.0024    0.0263
   90.0000    0.2114    1.9237    0.0024    0.0263
   91.0000    0.1886    1.9569    0.0024    0.0263
   92.0000    0.1997    1.9468    0.0024    0.0262
   93.0000    0.2093    1.9307    0.0024    0.0264
   94.0000    0.2247    1.9098    0.0024    0.0263
   95.0000    0.1888    1.9628    0.0024    0.0263
   96.0000    0.1903    1.9537    0.0024    0.0263
   97.0000    0.2099    1.9308    0.0024    0.0263
   98.0000    0.2224    1.9224    0.0024    0.0263
   99.0000    0.2243    1.9527    0.0024    0.0265
  100.0000    0.2016    1.8111    0.0030    0.0265
