         t       p_N       p_I     eps_N     eps_I
    0.0000    0.1526    2.2220    0.0019    0.0280
    1.0000    0.1550    2.1553    0.0019    0.0297
    2.0000    0.1546    2.0902    0.0019    0.0297
    3.0000    0.1547    2.0236    0.0020    0.0297
    4.0000    0.1543    1.9565    0.0020    0.0297
    5.0000    0.1536    1.8882    0.0020    0.0297
    6.0000    0.1531    1.8579    0.0020    0.0297
    7.0000    0.1534    1.8272    0.0020    0.0297
    8.0000    0.1524    1.7978    0.0020    0.0297
    9.0000    0.1523    1.7677    0.0021    0.0297
   10.0000    0.1520    1.7377    0.0021    0.0297
   11.0000    0.1516    1.7139    0.0021    0.0297
   12.0000    0.1518    1.7499    0.0021    0.0296
   13.0000    0.1513    1.7285    0.0021    0.0297
   14.0000    0.1506    1.7070    0.0021    0.0297
   15.0000    0.1495    1.6865    0.0021    0.0297
   16.0000    0.1491    1.6746    0.0021    0.0297
   17.0000    0.1485    1.6525    0.0021    0.0297
   18.0000    0.1478    1.6318    0.0021    0.0294
   19.0000    0.1507    1.6108    0.0021    0.0290
   20.0000    0.1474    1.6926    0.0021    0.0287
   21.0000    0.1481    1.7825    0.0021    0.0297
   22.0000    0.1491    1.8748    0.0021    0.0297
   23.0000    0.1506    1.9683    0.0021    0.0297
   24.0000    0.1500    1.9881    0.0022    0.0297
   25.0000    0.1496    2.0011    0.0022    0.0297
   26.0000    0.1503    2.0136    0.0022    0.0297
   27.0000    0.1516    2.0257    0.0022    0.0297
   28.0000    0.1491    2.0306    0.0022    0.0297
   29.0000    0.1515    2.0302    0.0022    0.0297
   30.0000    0.1505    2.0329    0.0022    0.0297
   31.0000    0.1508    2.0344    0.0022    0.0297
   32.0000    0.1503    2.0353    0.0022    0.0297
   33.0000    0.1438    2.0414    0.0022    0.0297
   34.0000    0.1503    2.0359    0.0022    0.0297
   35.0000    0.1507    2.0358    0.0022    0.0297
   36.0000    0.1514    2.0353    0.0022    0.0297
   37.0000    0.1511    2.0357    0.0022    0.0297
   38.0000    0.1498    2.0369    0.0022    0.0297
   39.0000    0.1510    2.0360    0.0022    0.0297
   40.0000    0.1509    2.0361    0.0022    0.0297
   41.0000    0.1505    2.0364    0.0022    0.0297
   42.0000    0.1514    2.0355    0.0022    0.0297
   43.0000    0.1514    2.0355    0.0022    0.0297
   44.0000    0.1516    2.0350    0.0022    0.0297
   45.0000    0.1518    2.0344    0.0022    0.0297
   46.0000    0.1530    2.0327    0.0022    0.0297
   47.0000    0.1554    2.0299    0.0022    0.0297
   48.0000    0.1536    2.0307    0.0022    0.0297
   49.0000    0.1539    2.0294    0.0022    0.0297
   50.0000    0.1520    2.0300    0.0022    0.0297
   51.0000    0.1549    2.0255    0.0023    0.0297
   52.0000    0.1555    2.0230    0.0023    0.0297
   53.0000    0.1572    2.0192    0.0023    0.0297
   54.0000    0.1572    2.0167    0.0023    0.0297
   55.0000    0.1594    2.0117    0.0024    0.0297
   56.0000    0.1600    2.0078    0.0024    0.0297
   57.0000    0.1617    2.0023    0.0024    0.0297
   58.0000    0.1639    1.9960    0.0025    0.0297
   59.0000    0.1660    1.9893    0.0025    0.0297
   60.0000    0.1678    1.9825    0.0026    0.0297
   61.0000    0.1703    1.9744    0.0026    0.0297
   62.0000    0.1736    1.9651    0.0027    0.0297
   63.0000    0.1751    1.9566    0.0028    0.0297
   64.0000    0.1803    1.9434    0.0029    0.0297
   65.0000    0.1871    1.8919    0.0030    0.0297
   66.0000    0.1888    1.8716    0.0031    0.0297
   67.0000    0.1918    1.8430    0.0032    0.0297
   68.0000    0.1934    1.8126    0.0033    0.0297
   69.0000    0.2412    1.7388    0.0033    0.0297
   70.0000    0.2136    1.7393    0.0033    0.0297
   71.0000    0.1972    1.7403    0.0033    0.0297
   72.0000    0.1937    1.7386    0.0033    0.0297
   73.0000    0.1937    1.7386    0.0033    0.0297
   74.0000    0.1936    1.7387    0.0033    0.0296
   75.0000    0.1932    1.7385    0.0033    0.0296
   76.0000    0.1923    1.7375    0.0033    0.0297
   77.0000    0.1902    1.7338    0.0032    0.0297
   78.0000    0.1868    1.7284    0.0031    0.0296
   79.0000    0.1807    1.7295    0.0030    0.0297
   80.0000    0.1771    1.7114    0.0029    0.0297
   81.0000    0.1728    1.7224    0.0028    0.0297
   82.0000    0.1690    1.7438    0.0027    0.0297
   83.0000    0.1658    1.7702    0.0026    0.0297
   84.0000    0.1618    1.7991    0.0025    0.0297
   85.0000    0.1608    1.8277    0.0024    0.0297
   86.0000    0.1584    1.8570    0.0024    0.0297
   87.0000    0.1564    1.8843    0.0023    0.0297
   88.0000    0.1558    1.9081    0.0023    0.0297
   89.0000    0.1552    1.9295    0.0023    0.0297
   90.0000    0.1532    1.9494    0.0022    0.0297
   91.0000    0.1529    1.9653    0.0022    0.0297
   92.0000    0.1514    1.9800    0.0022    0.0297
   93.0000    0.1525    1.9901    0.0022    0.0297
   94.0000    0.1511    2.0007    0.0022    0.0297
   95.0000    0.1497    2.0095    0.0022    0.0297
   96.0000    0.1510    2.0144    0.0022    0.0297
   97.0000    0.1517    2.0187    0.0022    0.0297
   98.0000    0.1490    2.0250    0.0022    0.0297
   99.0000    0.1508    2.0265    0.0022    0.0297
  100.0000    0.1936    1.7387    0.0033    0.0297
