         t       p_N       p_I     eps_N     eps_I
    0.0000    0.1526    2.2220    0.0019    0.0280
    0.5000    0.1076    1.5586    0.0002    0.0165
    1.0000    0.1152    1.5545    0.0002    0.0166
    1.5000    0.1151    1.5482    0.0002    0.0168
    2.0000    0.1126    1.5410    0.0002    0.0170
    2.5000    0.1128    1.5334    0.0002    0.0169
    3.0000    0.1053    1.5256    0.0003    0.0169
    3.5000    0.1031    1.5188    0.0003    0.0167
    4.0000    0.1049    1.5128    0.0003    0.0166
    4.5000    0.1045    1.5075    0.0003    0.0164
    5.0000    0.1325    1.5034    0.0004    0.0164
    5.5000    0.1230    1.5001    0.0004    0.0163
    6.0000    0.1044    1.4993    0.0004    0.0161
    6.5000    0.1343    1.5017    0.0004    0.0159
    7.0000    0.1334    1.5072    0.0004    0.0158
    7.5000    0.1129    1.5163    0.0005    0.0158
    8.0000    0.1399    1.5310    0.0005    0.0155
    8.5000    0.1436    1.5506    0.0006    0.0153
    9.0000    0.1356    1.5750    0.0007    0.0152
    9.5000    0.1617    1.6037    0.0008    0.0149
   10.0000    0.1537    1.6344    0.0009    0.0146
   10.5000    0.1622    1.6650    0.0011    0.0145
   11.0000    0.1682    1.6912    0.0012    0.0144
   11.5000    0.1863    1.7118    0.0013    0.0145
   12.0000    0.1733    1.7286    0.0013    0.0148
   12.5000    0.1792    1.7445    0.0014    0.0150
   13.0000    0.1808    1.7586    0.0016    0.0164
   13.5000    0.1850    1.7729    0.0016    0.0165
   14.0000    0.1859    1.7843    0.0019    0.0191
   14.5000    0.1963    1.7951    0.0019    0.0192
   15.0000    0.1982    1.8015    0.0030    0.0264
   15.5000    0.1998    1.8056    0.0030    0.0264
   16.0000    0.2007    1.8081    0.0030    0.0265
   16.5000    0.2016    1.8095    0.0030    0.0265
   17.0000    0.2016    1.8103    0.0030    0.0265
   17.5000    0.2017    1.8107    0.0030    0.0265
   18.0000    0.2017    1.8110    0.0030    0.0265
   18.5000    0.2017    1.8110    0.0030    0.0265
   19.0000    0.2017    1.8111    0.0030    0.0265
   19.5000    0.2017    1.8111    0.0030    0.0265
   20.0000    0.2017    1.8111    0.0030    0.0265
   20.5000    0.2017    1.8111    0.0030    0.0265
   21.0000    0.2017    1.8111    0.0030    0.0265
