         t       p_N       p_I     eps_N     eps_I
    0.0000    0.1526    2.2220    0.0019    0.0280
    0.5000    0.1484    1.5333    0.0002    0.0164
    1.0000    0.1339    1.5314    0.0002    0.0167
    1.5000    0.1355    1.5285    0.0002    0.0166
    2.0000    0.1392    1.5241    0.0002    0.0167
    2.5000    0.1369    1.5186    0.0002    0.0166
    3.0000    0.1266    1.5130    0.0003    0.0166
    3.5000    0.1255    1.5083    0.0003    0.0166
    4.0000    0.1210    1.5043    0.0003    0.0165
    4.5000    0.1229    1.5013    0.0003    0.0164
    5.0000    0.1464    1.4993    0.0004    0.0162
    5.5000    0.1358    1.4986    0.0004    0.0161
    6.0000    0.1161    1.5007    0.0004    0.0160
    6.5000    0.1448    1.5056    0.0004    0.0159
    7.0000    0.1431    1.5131    0.0005    0.0157
    7.5000    0.1242    1.5244    0.0005    0.0156
    8.0000    0.1495    1.5410    0.0006    0.0154
    8.5000    0.1519    1.5618    0.0006    0.0154
    9.0000    0.1593    1.5876    0.0007    0.0149
    9.5000    0.1665    1.6178    0.0009    0.0148
   10.0000    0.1591    1.6491    0.0010    0.0146
   10.5000    0.1818    1.6795    0.0012    0.0145
   11.0000    0.1813    1.7051    0.0013    0.0145
   11.5000    0.1819    1.7255    0.0013    0.0146
   12.0000    0.1770    1.7422    0.0014    0.0149
   12.5000    0.1799    1.7576    0.0014    0.0150
   13.0000    0.1845    1.7722    0.0015    0.0154
   13.5000    0.1927    1.7840    0.0019    0.0187
   14.0000    0.1918    1.7933    0.0023    0.0215
   14.5000    0.1924    1.8018    0.0023    0.0216
   15.0000    0.1915    1.8074    0.0024    0.0228
   15.5000    0.2000    1.8115    0.0024    0.0229
   16.0000    0.2002    1.8146    0.0030    0.0265
   16.5000    0.2008    1.8162    0.0030    0.0265
   17.0000    0.2015    1.8171    0.0030    0.0265
   17.5000    0.2023    1.8176    0.0030    0.0265
   18.0000    0.2023    1.8178    0.0030    0.0266
   18.5000    0.2024    1.8179    0.0030    0.0266
   19.0000    0.2024    1.8180    0.0030    0.0266
   19.5000    0.2024    1.8180    0.0030    0.0266
   20.0000    0.2024    1.8180    0.0030    0.0266
   20.5000    0.2024    1.8180    0.0030    0.0266
   21.0000    0.2024    1.8180    0.0030    0.0266
   21.5000    0.2024    1.8180    0.0030    0.0266
   22.0000    0.2024    1.8180    0.0030    0.0266
   22.5000    0.2024    1.8180    0.0030    0.0266
   23.0000    0.2024    1.8180    0.0030    0.0266
   23.5000    0.2024    1.8180    0.0030    0.0266
   24.0000    0.2024    1.8180    0.0030    0.0266
   24.5000    0.2024    1.8180    0.0030    0.0266
   25.0000    0.2024    1.8180    0.0030    0.0266
   25.5000    0.2024    1.8180    0.0030    0.0266
   26.0000    0.2024    1.8180    0.0030    0.0266
   26.5000    0.2024    1.8180    0.0030    0.0266
   27.0000    0.2024    1.8180    0.0030    0.0266
   27.5000    0.2024    1.8180    0.0030    0.0266
   28.0000    0.2024    1.8180    0.0030    0.0266
   28.5000    0.2024    1.8180    0.0030    0.0266
   29.0000    0.2024    1.8180    0.0030    0.0266
   29.5000    0.2024    1.8180    0.0030    0.0266
   30.0000    0.2024    1.8180    0.0030    0.0266
   30.5000    0.2024    1.8180    0.0030    0.0266
