         t         N         I         S      h_HL       h_H       h_L       Eta   Gamma_H   Gamma_L
    0.0000    1.0000    0.6818    0.9068   -0.8098   -0.8098    0.0000    0.6495    0.0622    0.0963
    0.5000    1.0055    0.6889    0.9134   -0.8088   -0.8074    0.0016    0.6571    0.0577    0.0967
    1.0000    1.0112    0.6960    0.9129   -0.8074   -0.8050    0.0032    0.6647    0.0580    0.0932
    1.5000    1.0171    0.7035    0.9141   -0.8049   -0.8026    0.0048    0.6728    0.0572    0.0902
    2.0000    1.0234    0.7119    0.9150   -0.8007   -0.8002    0.0065    0.6818    0.0565    0.0867
    2.5000    1.0301    0.7210    0.9159   -0.7946   -0.7978    0.0082    0.6917    0.0559    0.0826
    3.0000    1.0373    0.7305    0.9177   -0.7868   -0.7955    0.0099    0.7020    0.0547    0.0788
    3.5000    1.0451    0.7396    0.9199   -0.7781   -0.7931    0.0115    0.7119    0.0532    0.0753
    4.0000    1.0533    0.7478    0.9212   -0.7697   -0.7907    0.0132    0.7207    0.0523    0.0718
    4.5000    1.0619    0.7546    0.9228   -0.7623   -0.7884    0.0149    0.7282    0.0512    0.0691
    5.0000    1.0707    0.7599    0.9233   -0.7567   -0.7860    0.0166    0.7340    0.0508    0.0667
    5.5000    1.0800    0.7637    0.9242   -0.7529   -0.7838    0.0183    0.7380    0.0502    0.0653
    6.0000    1.0906    0.7660    0.9253   -0.7507   -0.7817    0.0199    0.7405    0.0495    0.0647
    6.5000    1.1017    0.7670    0.9260   -0.7498   -0.7798    0.0215    0.7417    0.0490    0.0646
    7.0000    1.1134    0.7675    0.9261   -0.7496   -0.7784    0.0229    0.7422    0.0489    0.0644
    7.5000    1.1251    0.7678    0.9262   -0.7496   -0.7771    0.0242    0.7425    0.0488    0.0643
    8.0000    1.1369    0.7679    0.9262   -0.7496   -0.7757    0.0256    0.7426    0.0488    0.0643
    8.5000    1.1486    0.7680    0.9263   -0.7496   -0.7743    0.0270    0.7427    0.0488    0.0643
    9.0000    1.1603    0.7680    0.9263   -0.7496   -0.7729    0.0284    0.7428    0.0488    0.0643
    9.5000    1.1720    0.7680    0.9263   -0.7496   -0.7715    0.0298    0.7428    0.0488    0.0643
   10.0000    1.1838    0.7681    0.9263   -0.7495   -0.7702    0.0311    0.7428    0.0488    0.0642
   10.5000    1.1955    0.7681    0.9263   -0.7495   -0.7688    0.0325    0.7428    0.0488    0.0642
   11.0000    1.2072    0.7681    0.9263   -0.7495   -0.7674    0.0339    0.7428    0.0488    0.0642
   11.5000    1.2189    0.7681    0.9263   -0.7495   -0.7660    0.0353    0.7428    0.0488    0.0642
   12.0000    1.2306    0.7681    0.9263   -0.7495   -0.7647    0.0366    0.7428    0.0488    0.0642
   12.5000    1.2424    0.7681    0.9263   -0.7495   -0.7633    0.0380    0.7428    0.0488    0.0642
   13.0000    1.2541    0.7681    0.9263   -0.7495   -0.7619    0.0394    0.7428    0.0488    0.0642
   13.5000    1.2658    0.7681    0.9263   -0.7495   -0.7605    0.0408    0.7428    0.0488    0.0642
   14.0000    1.2775    0.7681    0.9263   -0.7495   -0.7591    0.0422    0.7428    0.0488    0.0642
   14.5000    1.2892    0.7681    0.9263   -0.7495   -0.7578    0.0435    0.7428    0.0488    0.0642
   15.0000    1.3010    0.7681    0.9263   -0.7495   -0.7564    0.0449    0.7428    0.0488    0.0642
   15.5000    1.3127    0.7681    0.9263   -0.7495   -0.7550    0.0463    0.7428    0.0488    0.0642
   16.0000    1.3244    0.7681    0.9263   -0.7495   -0.7536    0.0477    0.7428    0.0488    0.0642
   16.5000    1.3361    0.7681    0.9263   -0.7495   -0.7523    0.0491    0.7428    0.0488    0.0642
   17.0000    1.3479    0.7681    0.9263   -0.7495   -0.7509    0.0504    0.7428    0.0488    0.0642
   17.5000    1.3596    0.7681    0.9263   -0.7495   -0.7495    0.0518    0.7428    0.0488    0.0642
   18.0000    1.3713    0.7681    0.9263   -0.7495   -0.7481    0.0532    0.7428    0.0488    0.0642
   18.5000    1.3830    0.7681    0.9263   -0.7495   -0.7467    0.0546    0.7428    0.0488    0.0642
   19.0000    1.3947    0.7681    0.9263   -0.7495   -0.7454    0.0559    0.7428    0.0488    0.0642
   19.5000    1.4065    0.7681    0.9263   -0.7495   -0.7440    0.0573    0.7428    0.0488    0.0642
   20.0000    1.4182    0.7681    0.9263   -0.7495   -0.7426    0.0587    0.7428    0.0488    0.0642
   20.5000    1.4299    0.7681    0.9263   -0.7495   -0.7412    0.0601    0.7428    0.0488    0.0642
   21.0000    1.4416    0.7681    0.9263   -0.7495   -0.7398    0.0615    0.7428    0.0488    0.0642
   21.5000    1.4534    0.7681    0.9263   -0.7495   -0.7385    0.0628    0.7428    0.0488    0.0642
   22.0000    1.4651    0.7681    0.9263   -0.7495   -0.7371    0.0642    0.7428    0.0488    0.0642
   22.5000    1.4768    0.7681    0.9263   -0.7495   -0.7357    0.0656    0.7428    0.0488    0.0642
   23.0000    1.4885    0.7681    0.9263   -0.7495   -0.7343    0.0670    0.7428    0.0488    0.0642
   23.5000    1.5002    0.7681    0.9263   -0.7495   -0.7330    0.0684    0.7428    0.0488    0.0642
   24.0000    1.5120    0.7681    0.9263   -0.7495   -0.7316    0.0697    0.7428    0.0488    0.0642
   24.5000    1.5237    0.7681    0.9263   -0.7495   -0.7302    0.0711    0.7428    0.0488    0.0642
   25.0000    1.5354    0.7681    0.9263   -0.7495   -0.7288    0.0725    0.7428    0.0488    0.0642
   25.5000    1.5471    0.7681    0.9263   -0.7495   -0.7274    0.0739    0.7428    0.0488    0.0642
   26.0000    1.5589    0.7681    0.9263   -0.7495   -0.7261    0.0752    0.7428    0.0488    0.0642
   26.5000    1.5706    0.7681    0.9263   -0.7495   -0.7247    0.0766    0.7428    0.0488    0.0642
   27.0000    1.5823    0.7681    0.9263   -0.7495   -0.7233    0.0780    0.7428    0.0488    0.0642
   27.5000    1.5940    0.7681    0.9263   -0.7495   -0.7219    0.0794    0.7428    0.0488    0.0642
   28.0000    1.6057    0.7681    0.9263   -0.7495   -0.7206    0.0808    0.7428    0.0488    0.0642
   28.5000    1.6175    0.7681    0.9263   -0.7495   -0.7192    0.0821    0.7428    0.0488    0.0642
   29.0000    1.6292    0.7681    0.9263   -0.7495   -0.7178    0.0835    0.7428    0.0488    0.0642
   29.5000    1.6409    0.7681    0.9263   -0.7495   -0.7164    0.0849    0.7428    0.0488    0.0642
   30.0000    1.6526    0.7681    0.9263   -0.7495   -0.7150    0.0863    0.7428    0.0488    0.0642
   30.5000    1.6643    0.7681    0.9263   -0.7495   -0.7137    0.0876    0.7428    0.0488    0.0642
   31.0000    1.6761    0.7681    0.9263   -0.7495   -0.7123    0.0890    0.7428    0.0488    0.0642
