         t       p_N       p_I     eps_N     eps_I
    0.0000    0.1526    2.2220    0.0019    0.0280
    0.5000    0.1196    2.2708    0.0007    0.0309
    1.0000    0.1254    2.2347    0.0007    0.0295
    1.5000    0.1277    2.1932    0.0007    0.0284
    2.0000    0.1337    2.1447    0.0008    0.0268
    2.5000    0.1423    2.0887    0.0009    0.0249
    3.0000    0.1521    2.0280    0.0010    0.0227
    3.5000    0.1625    1.9680    0.0012    0.0208
    4.0000    0.1853    1.9144    0.0013    0.0193
    4.5000    0.1817    1.8704    0.0015    0.0183
    5.0000    0.1840    1.8382    0.0017    0.0183
    5.5000    0.1849    1.8174    0.0017    0.0184
    6.0000    0.1906    1.8057    0.0019    0.0195
    6.5000    0.1888    1.7973    0.0025    0.0237
    7.0000    0.1960    1.7919    0.0028    0.0256
    7.5000    0.1979    1.7899    0.0031    0.0276
    8.0000    0.1988    1.7887    0.0031    0.0276
    8.5000    0.1989    1.7881    0.0031    0.0275
    9.0000    0.1990    1.7878    0.0031    0.0275
    9.5000    0.1991    1.7876    0.0031    0.0275
   10.0000    0.1990    1.7876    0.0031    0.0275
   10.5000    0.1990    1.7876    0.0031    0.0275
   11.0000    0.1990    1.7876    0.0031    0.0275
   11.5000    0.1990    1.7876    0.0031    0.0275
   12.0000    0.1990    1.7876    0.0031    0.0275
   12.5000    0.1990    1.7876    0.0031    0.0275
   13.0000    0.1990    1.7876    0.0031    0.0275
   13.5000    0.1990    1.7876    0.0031    0.0275
   14.0000    0.1990    1.7876    0.0031    0.0275
   14.5000    0.1990    1.7876    0.0031    0.0275
   15.0000    0.1990    1.7876    0.0031    0.0275
   15.5000    0.1990    1.7876    0.0031    0.0275
   16.0000    0.1990    1.7876    0.0031    0.0275
   16.5000    0.1990    1.7876    0.0031    0.0275
   17.0000    0.1990    1.7876    0.0031    0.0275
   17.5000    0.1990    1.7876    0.0031    0.0275
   18.0000    0.1990    1.7876    0.0031    0.0275
   18.5000    0.1990    1.7876    0.0031    0.0275
   19.0000    0.1990    1.7876    0.0031    0.0275
   19.5000    0.1990    1.7876    0.0031    0.0275
   20.0000    0.1990    1.7876    0.0031    0.0275
   20.5000    0.1990    1.7876    0.0031    0.0275
   21.0000    0.1990    1.7876    0.0031    0.0275
   21.5000    0.1990    1.7876    0.0031    0.0275
   22.0000    0.1990    1.7876    0.0031    0.0275
   22.5000    0.1990    1.7876    0.0031    0.0275
   23.0000    0.1990    1.7876    0.0031    0.0275
   23.5000    0.1990    1.7876    0.0031    0.0275
   24.0000    0.1990    1.7876    0.0031    0.0275
   24.5000    0.1990    1.7876    0.0031    0.0275
   25.0000    0.1990    1.7876    0.0031    0.0275
   25.5000    0.1990    1.7876    0.0031    0.0275
   26.0000    0.1990    1.7876    0.0031    0.0275
   26.5000    0.1990    1.7876    0.0031    0.0275
   27.0000    0.1990    1.7876    0.0031    0.0275
   27.5000    0.1990    1.7876    0.0031    0.0275
   28.0000    0.1990    1.7876    0.0031    0.0275
   28.5000    0.1990    1.7876    0.0031    0.0275
   29.0000    0.1990    1.7876    0.0031    0.0275
   29.5000    0.1990    1.7876    0.0031    0.0275
   30.0000    0.1990    1.7876    0.0031    0.0275
   30.5000    0.1990    1.7876    0.0031    0.0275
   31.0000    0.1990    1.7876    0.0031    0.0275
   31.5000    0.1990    1.7876    0.0031    0.0275
   32.0000    0.1990    1.7876    0.0031    0.0275
   32.5000    0.1990    1.7876    0.0031    0.0275
   33.0000    0.1990    1.7876    0.0031    0.0275
   33.5000    0.1990    1.7876    0.0031    0.0275
   34.0000    0.1990    1.7876    0.0031    0.0275
   34.5000    0.1990    1.7876    0.0031    0.0275
   35.0000    0.1990    1.7876    0.0031    0.0275
   35.5000    0.1990    1.7876    0.0031    0.0275
   36.0000    0.1990    1.7876    0.0031    0.0275
   36.5000    0.1990    1.7876    0.0031    0.0275
   37.0000    0.1990    1.7876    0.0031    0.0275
   37.5000    0.1990    1.7876    0.0031    0.0275
   38.0000    0.1990    1.7876    0.0031    0.0275
   38.5000    0.1990    1.7876    0.0031    0.0275
   39.0000    0.1990    1.7876    0.0031    0.0275
   39.5000    0.1990    1.7876    0.0031    0.0275
   40.0000    0.1990    1.7876    0.0031    0.0275
   40.5000    0.1990    1.7876    0.0031    0.0275
   41.0000    0.1990    1.7876    0.0031    0.0275
   41.5000    0.1990    1.7876    0.0031    0.0275
   42.0000    0.1990    1.7876    0.0031    0.0275
   42.5000    0.1990    1.7876    0.0031    0.0275
   43.0000    0.1990    1.7876    0.0031    0.0275
   43.5000    0.1990    1.7876    0.0031    0.0275
   44.0000    0.1990    1.7876    0.0031    0.0275
   44.5000    0.1990    1.7876    0.0031    0.0275
   45.0000    0.1990    1.7876    0.0031    0.0275
   45.5000    0.1990    1.7876    0.0031    0.0275
   46.0000    0.1990    1.7876    0.0031    0.0275
   46.5000    0.1990    1.7876    0.0031    0.0275
   47.0000    0.1990    1.7876    0.0031    0.0275
   47.5000    0.1990    1.7876    0.0031    0.0275
   48.0000    0.1990    1.7876    0.0031    0.0275
   48.5000    0.1990    1.7876    0.0031    0.0275
   49.0000    0.1990    1.7876    0.0031    0.0275
   49.5000    0.1990    1.7876    0.0031    0.0275
   50.0000    0.1990    1.7876    0.0031    0.0275
   50.5000    0.1990    1.7876    0.0031    0.0275
   51.0000    0.1990    1.7876    0.0031    0.0275
   51.5000    0.1990    1.7876    0.0031    0.0275
   52.0000    0.1990    1.7876    0.0031    0.0275
   52.5000    0.1990    1.7876    0.0031    0.0275
   53.0000    0.1990    1.7876    0.0031    0.0275
   53.5000    0.1990    1.7876    0.0031    0.0275
   54.0000    0.1990    1.7876    0.0031    0.0275
