         t         N         I         S      h_HL       h_H       h_L       Eta   Gamma_H   Gamma_L
    0.0000    1.0000    0.6818    0.9068   -0.8098   -0.8098    0.0000    0.6495    0.0622    0.0963
    0.5000    1.0030    0.6881    0.9205   -0.8088   -0.8073    0.0015    0.6563    0.0528    0.1008
    1.0000    1.0061    0.6945    0.9208   -0.8077   -0.8048    0.0030    0.6632    0.0525    0.0981
    1.5000    1.0093    0.7010    0.9219   -0.8067   -0.8024    0.0045    0.6701    0.0518    0.0957
    2.0000    1.0125    0.7074    0.9229   -0.8056   -0.7999    0.0060    0.6771    0.0511    0.0933
    2.5000    1.0159    0.7138    0.9238   -0.8047   -0.7974    0.0075    0.6839    0.0505    0.0909
    3.0000    1.0194    0.7199    0.9250   -0.8038   -0.7949    0.0090    0.6906    0.0497    0.0887
    3.5000    1.0231    0.7259    0.9261   -0.8029   -0.7924    0.0105    0.6970    0.0489    0.0865
    4.0000    1.0269    0.7316    0.9263   -0.8021   -0.7900    0.0120    0.7032    0.0488    0.0840
    4.5000    1.0309    0.7370    0.9271   -0.8012   -0.7875    0.0136    0.7090    0.0482    0.0820
    5.0000    1.0351    0.7420    0.9269   -0.8003   -0.7851    0.0151    0.7145    0.0484    0.0796
    5.5000    1.0393    0.7468    0.9275   -0.7994   -0.7826    0.0167    0.7197    0.0480    0.0777
    6.0000    1.0437    0.7514    0.9282   -0.7982   -0.7802    0.0182    0.7246    0.0474    0.0759
    6.5000    1.0481    0.7556    0.9289   -0.7967   -0.7778    0.0198    0.7292    0.0470    0.0743
    7.0000    1.0528    0.7594    0.9284   -0.7947   -0.7754    0.0214    0.7333    0.0473    0.0722
    7.5000    1.0577    0.7626    0.9284   -0.7920   -0.7730    0.0230    0.7368    0.0473    0.0706
    8.0000    1.0629    0.7651    0.9282   -0.7883   -0.7707    0.0246    0.7396    0.0474    0.0691
    8.5000    1.0684    0.7668    0.9277   -0.7837   -0.7683    0.0262    0.7414    0.0478    0.0677
    9.0000    1.0745    0.7676    0.9263   -0.7779   -0.7659    0.0279    0.7423    0.0488    0.0663
    9.5000    1.0809    0.7676    0.9257   -0.7710   -0.7636    0.0296    0.7423    0.0492    0.0655
   10.0000    1.0879    0.7670    0.9256   -0.7633   -0.7612    0.0313    0.7416    0.0493    0.0652
   10.5000    1.0953    0.7662    0.9254   -0.7549   -0.7589    0.0330    0.7407    0.0494    0.0650
   11.0000    1.1029    0.7656    0.9242   -0.7462   -0.7565    0.0347    0.7401    0.0502    0.0641
   11.5000    1.1106    0.7655    0.9245   -0.7377   -0.7542    0.0364    0.7400    0.0500    0.0637
   12.0000    1.1184    0.7657    0.9247   -0.7298   -0.7518    0.0381    0.7403    0.0499    0.0632
   12.5000    1.1267    0.7660    0.9247   -0.7227   -0.7495    0.0398    0.7405    0.0499    0.0627
   13.0000    1.1352    0.7659    0.9237   -0.7169   -0.7472    0.0415    0.7404    0.0506    0.0619
   13.5000    1.1445    0.7655    0.9237   -0.7124   -0.7450    0.0432    0.7401    0.0505    0.0617
   14.0000    1.1538    0.7649    0.9240   -0.7094   -0.7428    0.0448    0.7393    0.0503    0.0620
   14.5000    1.1653    0.7643    0.9239   -0.7073   -0.7414    0.0462    0.7387    0.0504    0.0620
   15.0000    1.1768    0.7635    0.9237   -0.7064   -0.7401    0.0476    0.7378    0.0506    0.0622
   15.5000    1.1883    0.7630    0.9235   -0.7058   -0.7387    0.0490    0.7373    0.0507    0.0623
   16.0000    1.1998    0.7627    0.9234   -0.7053   -0.7373    0.0503    0.7370    0.0508    0.0623
   16.5000    1.2113    0.7625    0.9233   -0.7050   -0.7359    0.0517    0.7368    0.0508    0.0623
   17.0000    1.2228    0.7624    0.9233   -0.7048   -0.7346    0.0531    0.7367    0.0508    0.0623
