         t         r       w_H       w_L      w_HL      s_LH      s_LL
    0.0000    0.0523    0.0366    0.0262    1.4012    0.1689    0.3360
    0.5000    0.0514    0.0364    0.0259    1.4043    0.1670    0.3315
    1.0000    0.0507    0.0360    0.0256    1.4079    0.1652    0.3271
    1.5000    0.0506    0.0354    0.0251    1.4122    0.1636    0.3229
    2.0000    0.0512    0.0345    0.0244    1.4173    0.1622    0.3191
    2.5000    0.0525    0.0334    0.0235    1.4228    0.1614    0.3161
    3.0000    0.0544    0.0322    0.0225    1.4284    0.1610    0.3141
    3.5000    0.0565    0.0310    0.0216    1.4333    0.1611    0.3133
    4.0000    0.0587    0.0300    0.0209    1.4372    0.1616    0.3133
    4.5000    0.0605    0.0292    0.0203    1.4399    0.1622    0.3139
    5.0000    0.0620    0.0287    0.0199    1.4417    0.1627    0.3146
    5.5000    0.0630    0.0283    0.0196    1.4428    0.1632    0.3152
    6.0000    0.0636    0.0282    0.0195    1.4433    0.1635    0.3157
    6.5000    0.0639    0.0281    0.0194    1.4436    0.1636    0.3159
    7.0000    0.0641    0.0280    0.0194    1.4438    0.1637    0.3161
    7.5000    0.0641    0.0280    0.0194    1.4438    0.1637    0.3161
    8.0000    0.0641    0.0280    0.0194    1.4439    0.1637    0.3161
    8.5000    0.0641    0.0280    0.0194    1.4439    0.1637    0.3161
    9.0000    0.0641    0.0280    0.0194    1.4439    0.1637    0.3161
    9.5000    0.0641    0.0280    0.0194    1.4439    0.1637    0.3161
   10.0000    0.0641    0.0280    0.0194    1.4439    0.1637    0.3161
   10.5000    0.0641    0.0280    0.0194    1.4439    0.1637    0.3161
   11.0000    0.0641    0.0280    0.0194    1.4439    0.1637    0.3161
   11.5000    0.0641    0.0280    0.0194    1.4439    0.1637    0.3161
   12.0000    0.0641    0.0280    0.0194    1.4439    0.1637    0.3161
   12.5000    0.0641    0.0280    0.0194    1.4439    0.1637    0.3161
   13.0000    0.0641    0.0280    0.0194    1.4439    0.1637    0.3161
   13.5000    0.0641    0.0280    0.0194    1.4439    0.1637    0.3161
   14.0000    0.0641    0.0280    0.0194    1.4439    0.1637    0.3161
   14.5000    0.0641    0.0280    0.0194    1.4439    0.1637    0.3161
   15.0000    0.0641    0.0280    0.0194    1.4439    0.1637    0.3161
   15.5000    0.0641    0.0280    0.0194    1.4439    0.1637    0.3161
   16.0000    0.0641    0.0280    0.0194    1.4439    0.1637    0.3161
   16.5000    0.0641    0.0280    0.0194    1.4439    0.1637    0.3161
   17.0000    0.0641    0.0280    0.0194    1.4439    0.1637    0.3161
   17.5000    0.0641    0.0280    0.0194    1.4439    0.1637    0.3161
   18.0000    0.0641    0.0280    0.0194    1.4439    0.1637    0.3161
   18.5000    0.0641    0.0280    0.0194    1.4439    0.1637    0.3161
   19.0000    0.0641    0.0280    0.0194    1.4439    0.1637    0.3161
   19.5000    0.0641    0.0280    0.0194    1.4439    0.1637    0.3161
   20.0000    0.0641    0.0280    0.0194    1.4439    0.1637    0.3161
   20.5000    0.0641    0.0280    0.0194    1.4439    0.1637    0.3161
   21.0000    0.0641    0.0280    0.0194    1.4439    0.1637    0.3161
   21.5000    0.0641    0.0280    0.0194    1.4439    0.1637    0.3161
   22.0000    0.0641    0.0280    0.0194    1.4439    0.1637    0.3161
   22.5000    0.0641    0.0280    0.0194    1.4439    0.1637    0.3161
