         t       p_N       p_I     eps_N     eps_I
    0.0000    0.1526    2.2220    0.0019    0.0280
    0.5000    0.1496    2.4204    0.0021    0.0567
    1.0000    0.1448    2.3525    0.0020    0.0551
    1.5000    0.1423    2.2757    0.0019    0.0525
    2.0000    0.1429    2.1883    0.0020    0.0492
    2.5000    0.1463    2.0938    0.0021    0.0454
    3.0000    0.1489    2.0004    0.0022    0.0415
    3.5000    0.1590    1.9177    0.0024    0.0379
    4.0000    0.1674    1.8522    0.0026    0.0351
    4.5000    0.1762    1.8054    0.0028    0.0330
    5.0000    0.1824    1.7748    0.0030    0.0315
    5.5000    0.1861    1.7566    0.0031    0.0307
    6.0000    0.1901    1.7475    0.0032    0.0302
    6.5000    0.1919    1.7428    0.0033    0.0300
    7.0000    0.1933    1.7406    0.0033    0.0298
    7.5000    0.1929    1.7395    0.0033    0.0298
    8.0000    0.1938    1.7391    0.0033    0.0297
    8.5000    0.1937    1.7389    0.0033    0.0297
    9.0000    0.1937    1.7388    0.0033    0.0297
    9.5000    0.1936    1.7387    0.0033    0.0297
   10.0000    0.1936    1.7387    0.0033    0.0297
   10.5000    0.1936    1.7387    0.0033    0.0297
   11.0000    0.1936    1.7387    0.0033    0.0297
   11.5000    0.1936    1.7387    0.0033    0.0297
   12.0000    0.1936    1.7387    0.0033    0.0297
   12.5000    0.1936    1.7387    0.0033    0.0297
   13.0000    0.1936    1.7387    0.0033    0.0297
   13.5000    0.1936    1.7387    0.0033    0.0297
   14.0000    0.1936    1.7387    0.0033    0.0297
   14.5000    0.1936    1.7387    0.0033    0.0297
   15.0000    0.1936    1.7387    0.0033    0.0297
   15.5000    0.1936    1.7387    0.0033    0.0297
   16.0000    0.1936    1.7387    0.0033    0.0297
   16.5000    0.1936    1.7387    0.0033    0.0297
   17.0000    0.1936    1.7387    0.0033    0.0297
   17.5000    0.1936    1.7387    0.0033    0.0297
   18.0000    0.1936    1.7387    0.0033    0.0297
   18.5000    0.1936    1.7387    0.0033    0.0297
   19.0000    0.1936    1.7387    0.0033    0.0297
   19.5000    0.1936    1.7387    0.0033    0.0297
   20.0000    0.1936    1.7387    0.0033    0.0297
   20.5000    0.1936    1.7387    0.0033    0.0297
   21.0000    0.1936    1.7387    0.0033    0.0297
   21.5000    0.1936    1.7387    0.0033    0.0297
   22.0000    0.1936    1.7387    0.0033    0.0297
