         t         r       w_H       w_L      w_HL      s_LH      s_LL
    0.0000    0.0523    0.0366    0.0262    1.4012    0.1689    0.3360
    0.5000    0.0513    0.0364    0.0259    1.4044    0.1670    0.3314
    1.0000    0.0506    0.0360    0.0256    1.4080    0.1651    0.3268
    1.5000    0.0504    0.0354    0.0251    1.4123    0.1634    0.3224
    2.0000    0.0508    0.0346    0.0244    1.4173    0.1619    0.3184
    2.5000    0.0520    0.0335    0.0235    1.4230    0.1609    0.3151
    3.0000    0.0537    0.0323    0.0226    1.4286    0.1604    0.3129
    3.5000    0.0558    0.0310    0.0217    1.4338    0.1604    0.3118
    4.0000    0.0580    0.0300    0.0208    1.4379    0.1608    0.3116
    4.5000    0.0599    0.0291    0.0202    1.4410    0.1614    0.3121
    5.0000    0.0615    0.0285    0.0198    1.4430    0.1620    0.3129
    5.5000    0.0626    0.0282    0.0195    1.4442    0.1625    0.3136
    6.0000    0.0633    0.0279    0.0193    1.4448    0.1628    0.3141
    6.5000    0.0637    0.0278    0.0193    1.4451    0.1630    0.3145
    7.0000    0.0639    0.0278    0.0192    1.4453    0.1632    0.3147
    7.5000    0.0640    0.0277    0.0192    1.4453    0.1632    0.3148
    8.0000    0.0641    0.0277    0.0192    1.4454    0.1633    0.3148
    8.5000    0.0641    0.0277    0.0192    1.4454    0.1633    0.3148
    9.0000    0.0641    0.0277    0.0192    1.4454    0.1633    0.3148
    9.5000    0.0641    0.0277    0.0192    1.4454    0.1633    0.3148
   10.0000    0.0641    0.0277    0.0192    1.4454    0.1633    0.3148
   10.5000    0.0641    0.0277    0.0192    1.4454    0.1633    0.3148
   11.0000    0.0641    0.0277    0.0192    1.4454    0.1633    0.3148
   11.5000    0.0641    0.0277    0.0192    1.4454    0.1633    0.3148
   12.0000    0.0641    0.0277    0.0192    1.4454    0.1633    0.3148
   12.5000    0.0641    0.0277    0.0192    1.4454    0.1633    0.3148
   13.0000    0.0641    0.0277    0.0192    1.4454    0.1633    0.3148
   13.5000    0.0641    0.0277    0.0192    1.4454    0.1633    0.3148
